"","ReleaseDate","Title","ProductionBudget","OpeningWeekend","DomesticBox Office","WorldwideBox Office","Trailer","Genre","Running_Time","Keywords","Franchise"
"489","Dec 21, 2007","Charlie Wilson's War","$75,000,000","$9,656,250","$66,661,095","$119,512,771","","Drama","97 minutes","War, Secret Agent",NA
"490","Sep 28, 2007","The Kingdom","$72,500,000","$17,135,055","$47,467,250","$86,509,602","","Action","111 minutes","Terrorism, Prologue, Animated Sequences",NA
"491","Aug 24, 2007","Mr. Bean’s Holiday","$25,000,000","$9,889,780","$33,302,167","$234,981,342","","Adventure","90 minutes","Road Trip, Family Vacations","Bean"
"492","Jul 20, 2007","I Now Pronounce You Chuck a…","$85,000,000","$34,233,750","$119,725,280","$185,708,462","","Comedy","115 minutes","Buddy Comedy",NA
"493","Jun 1, 2007","Knocked Up","$27,500,000","$30,690,990","$148,761,765","$219,265,952","","Romantic Comedy","132 minutes","Delayed Adulthood, Unexpected Families, Relationship Advice, Judd Apatow Buddy Comedy, Romance",NA
"494","Feb 2, 2007","Because I Said So","$39,000,000","$13,122,865","$42,674,040","$69,538,833","","Comedy","102 minutes","Divorcée Romance, Relationship Advice",NA
"495","Dec 25, 2006","Children of Men","$76,000,000","$501,003","$35,552,383","$69,845,011","","Thriller/Suspense","109 minutes","End of the World, Post Apocalypse, Terrorism, Infertility",NA
"496","Dec 8, 2006","The Holiday","$85,000,000","$12,778,913","$63,280,000","$205,190,324","","Romantic Comedy","135 minutes","Christmas, Relationships Gone Wrong, Romance",NA
"497","Aug 18, 2006","Accepted","","$10,023,835","$36,580,083","$38,314,803","","Comedy","93 minutes","College",NA
"498","Jul 28, 2006","Miami Vice","$135,000,000","$25,723,815","$63,478,838","$163,818,556","","Action","132 minutes","Film Noir",NA
"499","Apr 28, 2006","United 93","$18,000,000","$11,478,360","$31,567,134","$77,635,035","","Drama","111 minutes","Terrorism, In a Plane, 9/11",NA
"500","Mar 31, 2006","Slither","$15,250,000","$3,880,270","$7,802,450","$12,930,343","","Horror","96 minutes","Zombies, Body Horror, Parasite, Monster",NA
"501","Mar 24, 2006","Inside Man","$50,000,000","$28,954,945","$88,634,237","$185,798,265","","Thriller/Suspense","128 minutes","Breaking the Fourth Wall, Surprise Twist, Inside Job","Inside Man"
"502","Feb 10, 2006","Curious George","$50,000,000","$14,703,405","$58,640,119","$71,052,604","","Adventure","86 minutes",NA,"Curious George"
"503","Jan 27, 2006","Nanny McPhee","$25,000,000","$14,503,650","$47,279,279","$128,745,578","","Adventure","99 minutes","Secret Magic","Nanny McPhee"
"504","Dec 23, 2005","Munich","$75,000,000","$4,152,260","$47,379,090","$131,492,772","","Drama","164 minutes","Terrorism, Hitmen, Olympics",NA
"505","Nov 4, 2005","Jarhead","$72,000,000","$27,726,210","$62,647,540","$96,947,540","","Drama","122 minutes","Military Life, Historical Battles, Gulf War, War, Government Bureaucracy","Jarhead "
"506","Oct 21, 2005","Doom","$70,000,000","$15,488,870","$28,212,337","$58,757,178","","Horror",NA,"Alien Invasion, Visual Effects, Mutants, Monster",NA
"507","Jun 3, 2005","Cinderella Man","$88,000,000","$18,320,205","$61,649,911","$105,021,488","","Drama","144 minutes","Biography, Boxing, Inspired by a True Story, Inspirational Sports",NA
"508","May 13, 2005","Kicking and Screaming","$45,000,000","$20,159,925","$52,842,724","$55,842,724","","Comedy","95 minutes","Soccer, Judd Apatow Buddy Comedy",NA
"509","Apr 22, 2005","The Interpreter","$90,000,000","$22,822,455","$72,708,161","$162,753,837","","Thriller/Suspense","128 minutes","Child Soldier",NA
"510","Oct 29, 2004","Ray","$40,000,000","$20,039,730","$75,305,995","$124,823,094","","Drama","152 minutes","Biography, Performing Arts, Musicians, African-American",NA
"511","Sep 24, 2004","Shaun of the Dead","$5,000,000","$3,330,781","$13,542,874","$30,332,385","","Comedy",NA,"Zombies, Horror Comedy","Three Flavours Cornetto Trilogy"
"512","Sep 17, 2004","Wimbledon","$35,000,000","$7,118,985","$16,862,585","$41,666,476","","Romantic Comedy","98 minutes","Miscellaneous Sports, Romance",NA
"513","Jul 30, 2004","Thunderbirds","$55,000,000","$2,766,810","$6,768,055","$28,231,444","","Adventure","94 minutes","Rescue",NA
"514","Dec 25, 2003","Peter Pan","$100,000,000","$11,139,495","$48,417,850","$95,255,485","","Adventure","113 minutes","Pirates, Fairies","Peter Pan"
"515","Nov 21, 2003","The Cat in the Hat","$109,000,000","$38,329,160","$101,018,283","$133,818,283","","Adventure","82 minutes","Visual Effects",NA
"516","Nov 14, 2003","Master and Commander: The F…","$135,000,000","$25,105,990","$93,926,386","$212,912,137","","Adventure","139 minutes",NA,NA
"517","Oct 10, 2003","Intolerable Cruelty","$60,000,000","$12,525,075","$35,327,628","$121,327,628","","Romantic Comedy","100 minutes","Lawyers, Romance",NA
"518","Jul 25, 2003","Seabiscuit","$86,000,000","$20,854,735","$120,277,854","$148,715,342","","Drama","140 minutes","Horse Racing, Inspired by a True Story, Inspirational Sports",NA
"519","Jul 18, 2003","Johnny English","$45,000,000","$9,134,085","$28,013,509","$163,126,676","","Adventure","87 minutes",NA,"Johnny English"
"520","Jun 20, 2003","Hulk","$137,000,000","$62,128,420","$132,177,234","$245,075,434","","Action","138 minutes","Marvel Comics, Visual Effects, Split Screen","Hulk"
"521","Oct 4, 2002","Red Dragon","$78,000,000","$36,540,945","$92,955,420","$206,455,420","","Thriller/Suspense","124 minutes","Serial Killer, Cannibalism","Hannibal Lecter"
"522","Jun 22, 2001","The Fast and the Furious","$38,000,000","$40,089,015","$144,512,310","$206,512,310","","Action","107 minutes","Street Racing, Visual Effects","Fast and the Furious"
"523","Dec 22, 2000","O Brother, Where Art Thou?","$26,000,000","$195,104","$45,506,619","$75,763,814","","Comedy","106 minutes","Fugitive / On the Run, Extreme Weather",NA
"524","Nov 17, 2000","How the Grinch Stole Christmas","$123,000,000","$55,820,330","$260,044,825","$345,141,403","","Adventure","105 minutes","Visual Effects, Christmas, Live Action Cartoon",NA
"525","Oct 6, 2000","Meet the Parents","$55,000,000","$28,623,300","$166,225,040","$330,425,040","","Comedy","108 minutes","In-Laws / Future In-Laws, Frat Pack","Meet the Parents"
"526","May 5, 2000","Gladiator","$103,000,000","$34,819,017","$187,683,805","$457,683,805","","Action","154 minutes","Revenge, Posthumous Release, Oscars Best Picture Winner",NA
"527","Aug 13, 1999","Bowfinger","$55,000,000","$18,062,550","$66,458,769","$98,699,769","","Comedy","97 minutes","Movie Business, Same Actor, Multiple Roles",NA
"528","Mar 26, 1999","EDtv","$60,000,000","$8,311,290","$22,508,689","$35,319,689","","Comedy","123 minutes","TV Industry",NA
"529","Dec 11, 1998","Shakespeare in Love","$26,000,000","$224,012","$100,317,794","$279,500,000","","Romantic Comedy","123 minutes","Romance, Cross-Dressing, Cross-Class Romance, Costume Drama, Writing and Writers, Writer's Block, Oscars Best Picture Winner",NA
"530","Nov 13, 1998","Meet Joe Black","$85,000,000","$15,017,995","$44,650,003","$44,650,003","","Drama","181 minutes",NA,NA
"531","Jul 10, 1998","Small Soldiers","$40,000,000","$14,047,592","$55,143,823","$71,743,823","","Adventure","110 minutes","Living Toys",NA
"532","Mar 21, 1997","Liar Liar","$45,000,000","$31,423,025","$181,410,615","$302,710,615","","Comedy","87 minutes","Lawyers",NA
"533","Sep 6, 1996","Bulletproof","","$6,014,400","$21,195,840","$22,230,840","","Action","85 minutes",NA,NA
"534","May 10, 1996","Twister","$88,000,000","$41,059,405","$241,688,385","$495,700,000","","Adventure",NA,"Monster, Dragon","Dragonheart"
"535","Dec 22, 1995","Balto","","$1,519,755","$11,268,750","$11,268,750","","Action","114 minutes","Visual Effects, Disaster, Extreme Weather, Academics",NA
"536","Nov 22, 1995","Casino","$52,000,000","$9,946,480","$42,438,300","$110,400,000","","Adventure","78 minutes","Talking Animals, Animal Lead, Underdog, Dog Sledding, 1920s, Alaska, Epidemic, Live Action Segment in Animated Movie",NA
"537","Jul 28, 1995","Waterworld","$175,000,000","$21,171,780","$88,246,220","$264,246,220","","Drama","178 minutes","Mafia, Non-Chronological, Gambling, Voiceover/Narration, Film Noir",NA
"538","May 26, 1995","Casper","$55,000,000","$22,091,975","$100,328,194","$282,300,000","","Action","135 minutes","Post Apocalypse, Mutants, Development Hell",NA
"539","Feb 10, 1995","Billy Madison","","$6,639,080","$25,460,475","$25,460,475","","Comedy","100 minutes","Hauntings, Visual Effects, Live Action Cartoon, Gratuitous Cameos, Young Child Dealing with the Death of a Parent, Death of a Spouse or Fiancée / Fiancé, Possessed, Treasure Hunters",NA
"540","Dec 15, 1993","Schindler’s List","$25,000,000","$656,636","$96,067,179","$321,365,567","Play","Comedy","90 minutes",NA,NA
"541","Nov 24, 1993","We're Back! A Dinosaur's Story","","$3,707,770","$9,315,576","$9,315,576","","Drama","195 minutes","World War II, War, Holocaust, Jewish, Retro Black and White, Intertitle, Epilogue, War Crimes, Bigotry, Corporate Malfeasance, Slavery, Oscars Best Picture Winner",NA
"542","Jun 11, 1993","Jurassic Park","$63,000,000","$50,159,460","$395,708,305","$1,038,812,584","Play","Adventure","71 minutes",NA,NA
"543","Dec 23, 1992","Scent of a Woman","","","$63,895,607","$63,895,607","","Action","126 minutes","Visual Effects, Cloning, Animals Gone Bad, Mad Scientist, Foreign Language, Animal Lead, Creature Features, Academics, 3D Re-release","Jurassic Park"
"544","Jul 31, 1992","Death Becomes Her","$55,000,000","$12,110,355","$58,422,650","$149,022,650","","Drama","157 minutes",NA,NA
"545","May 24, 1990","Back to the Future Part III","$40,000,000","$23,703,060","$88,055,283","$244,088,654","","Comedy","104 minutes",NA,NA
"546","Dec 22, 1989","Always","","$3,713,480","$41,843,630","$72,143,630","","Adventure","119 minutes","Time Travel, Same Actor, Multiple Roles","Back to the Future"
"547","Oct 27, 1989","Dad","","","$19,738,015","$19,738,015","","Drama","123 minutes","Romance",NA
"548","Dec 18, 1987","*batteries not included","","$3,326,530","$32,945,797","$32,945,797","","Comedy","118 minutes",NA,NA
"549","Jun 26, 1987","Dragnet","","$10,542,669","$57,387,000","$57,387,000","","Comedy","106 minutes",NA,NA
"550","Mar 26, 1986","The Money Pit","","$5,344,555","$37,499,651","$37,499,651","","Comedy","106 minutes","Voiceover/Narration, Los Angeles, Police Procedural, Buddy Cop, Buddy Comedy, Kidnap, Surprise Twist, Rescue, Political, Undercover",NA
"551","Jun 11, 1982","ET: The Extra-Terrestrial","$10,500,000","$11,911,430","$435,110,554","$792,965,326","","Comedy","91 minutes",NA,NA
"552","Sep 18, 1981","Continental Divide","","$3,218,347","$15,578,000","$15,578,000","","Drama","114 minutes","Friendly Alien on Earth, First Contact",NA
"553","Jul 17, 1981","Endless Love","","$4,162,921","$33,000,000","$33,000,000","","Romantic Comedy","103 minutes","Romance",NA
"554","Jun 20, 1980","The Blues Brothers","$27,000,000","$4,858,152","$57,229,890","$57,229,890","","Drama","116 minutes","Remade",NA
"555","1978","I Wanna Hold Your Hand","","","$1,900,000","$1,900,000","","Musical","133 minutes","Life on the Outside, Car Chase, Neo Nazis","Blues Brothers"
"556","Jun 20, 1975","Jaws","$12,000,000","$7,790,627","$260,000,000","$470,700,000","","Multiple Genres","99 minutes",NA,NA
"557","Mar 28, 1963","The Birds","","","$11,403,529","$11,403,529","","Horror","124 minutes","Animals Gone Bad, Visual Effects, Addiction, Government Corruption, Development Hell","Jaws"
"558","Nov 12, 1943","The Mad Ghoul","","","","","","Horror","119 minutes","Animal Lead, Animals Gone Bad, Directing Yourself, Disaster",NA
"559","Dec 24, 1916","20,000 Leagues Under the Sea","$200,000","","$8,000,000","$8,000,000","","Horror","65 minutes",NA,NA
"560","","","","","","","","Adventure","105 minutes",NA,NA
"561","Averages","","$63,721,753","$26,052,319","$89,456,111","$216,157,603","",NA,NA,NA,NA
"562","Totals","181","$9,813,150,000","","$15,386,451,152","$37,395,265,404","",NA,NA,NA,NA
"563","May 29, 2020","Maleficent 2","","","","","","Adventure",NA,NA,NA
"564","Mar 27, 2020","Mulan","","","","","","Adventure",NA,NA,NA
"565","Jul 19, 2019","The Lion King","","","","","","Adventure",NA,NA,NA
"566","May 24, 2019","Aladdin","","","","","Play","Adventure",NA,NA,NA
"567","Mar 29, 2019","Dumbo","","","","","Play","Adventure",NA,NA,"Dumbo"
"568","Dec 19, 2018","Mary Poppins Returns","","","","","Play","Musical",NA,"1930s, Supernatural, Nanny, World War II",NA
"569","Nov 21, 2018","Ralph Breaks The Internet","","","","","Play","Adventure","112 minutes","Internet, Video Game, Franchise Crossover, Gratuitous Cameos, 3-D","Wreck-It Ralph"
"570","Nov 2, 2018","The Nutcracker and the Four…","$132,900,000","$20,352,491","$43,870,690","$116,270,690","Play","Adventure","99 minutes","War, Dancing, Circus, Family Movie, 3-D, Fairies, Royalty, Ballet, Christmas, Christmas in November",NA
"571","Aug 3, 2018","Christopher Robin","$75,000,000","$24,585,139","$99,172,899","$187,143,986","Play","Adventure","104 minutes","Mid-Life Crisis, Boss From Hell, Dysfunctional Family, Living Toys, Workaholic, London, Live Action Cartoon, 1940s, England, Scene in End Credits, Prologue, Animated Sequences, Intertitle, Missing Child",NA
"572","Mar 9, 2018","A Wrinkle in Time","$103,000,000","$33,123,609","$100,478,608","$133,401,882","Play","Adventure","120 minutes","Research Scientist, Missing Person, Child Prodigy, Twins",NA
"573","Dec 15, 2017","Star Wars Ep. VIII: The Las…","$317,000,000","$220,009,584","$620,181,382","$1,316,764,784","Play","Adventure","150 minutes","Space Opera, Robot, Good vs. Evil, Outer Space, Dysfunctional Family, Intertitle, Family Affair, Fugitive / On the Run, Gambling, Prison Break, Twins, Death of a Sibling, Posthumous Release","Star Wars"
"574","Nov 22, 2017","Coco","$175,000,000","$50,802,605","$209,726,015","$799,464,741","Play","Musical","105 minutes","Dysfunctional Family, Prologue, Relationships Gone Wrong, Mexico, Underworld, Supernatural, Musicians, Friendly Ghost, Hauntings, Animal Lead, Voiceover/Narration, Faulty Memory",NA
"575","Jun 16, 2017","Cars 3","$175,000,000","$53,688,680","$152,901,115","$383,549,151","Play","Adventure","109 minutes","Non-Chronological, Gratuitous Cameos, Auto Racing, Car Accident, Retirement, Professional Rivalry, Woman in a Male Dominated Profession, Comeback, Animated Inanimate Objects, Posthumous Release, Delayed Sequel, Intertitle, Training Montage, Scene in End Credits, Athletes Past Their Prime","Cars"
"576","May 26, 2017","Pirates of the Caribbean: D…","$230,000,000","$62,983,253","$172,558,876","$788,241,137","Play","Adventure","135 minutes","Pirates, Hauntings, On a Boat, Swashbuckler, Dwarfism, Revenge, Supernatural, Sequels With Returning Stars, Delayed Sequel, Development Hell, Scene in End Credits, Gratuitous Cameos","Pirates of the Caribbean"
"577","Mar 17, 2017","Beauty and the Beast","$160,000,000","$174,750,616","$504,014,165","$1,259,199,706","Play","Musical","123 minutes","Hostage, Romance, Interspecies Romance, Royalty, Curses, Animated Inanimate Objects, Live Action Cartoon, Witches, Remake, Prologue, Death of a Spouse or Fiancée / Fiancé, Young Child Dealing with the Death of a Parent, Unrequited Love, Non-Chronological, Voiceover/Narration, Bubonic Plague / Black Death",NA
"578","Nov 23, 2016","Moana","$150,000,000","$56,631,401","$248,757,044","$637,519,488","Play","Musical","113 minutes","Pacific Islanders, Gods and Goddesses, On a Boat, Prologue, Scene in End Credits, Friendly Ghost, Returning Stolen Items, Surprise Twist, Voiceover/Narration, Father's Footsteps, Animal Lead, Human Animal Tranformation",NA
"579","Aug 12, 2016","Pete’s Dragon","$65,000,000","$21,514,095","$76,233,151","$137,768,975","Play","Adventure","103 minutes","Dragon, Remake, Orphan, Voiceover/Narration, Adopted Family, Prologue, Dream Sequence",NA
"580","Jul 1, 2016","The BFG","$140,000,000","$18,775,350","$55,483,770","$199,652,899","Play","Adventure","115 minutes","Orphan, Orphanage, Giants, London, United Kingdom",NA
"581","May 27, 2016","Alice Through the Looking G…","$170,000,000","$26,858,726","$77,042,381","$276,934,087","Play","Adventure","113 minutes","Live Action Cartoon, Delayed Sequel, Visual Effects, Time Travel, Posthumous Release","Alice in Wonderland"
"582","Apr 29, 2016","A Beautiful Planet","","$223,983","$7,895,708","$8,348,357","Play","Documentary","45 minutes","Voiceover/Narration, Space Station, Space Program",NA
"583","Apr 15, 2016","The Jungle Book","$175,000,000","$103,261,464","$364,001,123","$962,872,701","Play","Adventure","105 minutes","Animal Lead, Talking Animals, India, Jungle, Raised By Wild Animals, Orphan, Young Child Dealing with the Death of a Parent, Live Action Cartoon, Remake, Voiceover/Narration, Prologue, Non-Chronological, Posthumous Release",NA
